date,food name,text
2021-07-07,stir fri chine cabbag,stir fri chine cabbag
2021-07-07,with shred pork,with shred pork
2021-07-07,gan xiang lala,gan xiang lala
2021-07-07,herbal chicken soup,herbal chicken soup
2021-07-07,salmon with ginger sesam,salmon with ginger sesam
2021-07-07,& soya sauc,& soya sauc
2021-07-07,broccoli with fishcak,broccoli with fishcak
2021-07-07,yuxiang flavour pork,yuxiang flavour pork
2021-07-07,herbal chicken soup,herbal chicken soup
2021-07-07,hk style steam fish,hk style steam fish
2021-07-07,abalon stir fri mushroom,abalon stir fri mushroom
2021-07-07,kai lan,kai lan
2021-07-07,stir fri pork with sesam oil,stir fri pork with sesam oil
2021-07-07,seaw soup,seaw soup
2021-07-07,marmit chicken chop,marmit chicken chop
2021-07-07,stir fri cai xin with minc pork,stir fri cai xin with minc pork
2021-07-07,sweet & sour potato slice,sweet & sour potato slice
2021-07-07,seaw soup,seaw soup
2021-07-07,almond coff pork rib,almond coff pork rib
2021-07-07,stir fri nai bai chye with garlic,stir fri nai bai chye with garlic
2021-07-07,hairi gourd with dri shrimp,hairi gourd with dri shrimp
2021-07-07,and vermicelli,and vermicelli
2021-07-07,watercress pork rib soup,watercress pork rib soup
2021-07-07,cereal oat fish fillet,cereal oat fish fillet
2021-07-07,stir fri shanghai green,stir fri shanghai green
2021-07-07,with garlic,with garlic
2021-07-07,stir fri egg plant with,stir fri egg plant with
2021-07-07,sambal shrimp,sambal shrimp
2021-07-07,watercress pork rib soup,watercress pork rib soup
2021-07-07,tomato sauc prawn,tomato sauc prawn
2021-07-07,stir fri cabbag with dri shrimp,stir fri cabbag with dri shrimp
2021-07-07,soya sauc chicken with,soya sauc chicken with
2021-07-07,abalon mushroom,abalon mushroom
2021-07-07,abc soup,abc soup
2021-07-07,black vinegar pork trotter,black vinegar pork trotter
2021-07-07,stir fri broccoli with mushroom,stir fri broccoli with mushroom
2021-07-07,three shred fri egg,three shred fri egg
2021-07-07,abc soup,abc soup
2021-07-07,brai duck,brai duck
2021-07-07,stir fri po chye with,stir fri po chye with
2021-07-07,silver,silver
2021-07-07,brai claypot seafood tofu,brai claypot seafood tofu
2021-07-07,wintermelon red date,wintermelon red date
2021-07-07,pork rib soup,pork rib soup
2021-07-07,rendang chicken,rendang chicken
2021-07-07,broth chine cabbag,broth chine cabbag
2021-07-07,satay tau fu,satay tau fu
2021-07-07,arrow root carrot chicken soup,arrow root carrot chicken soup
2021-07-07,brai pork and beancurd,brai pork and beancurd
2021-07-07,stir fri pakchoi with,stir fri pakchoi with
2021-07-07,garlic,garlic
2021-07-07,hoisin sauc lala,hoisin sauc lala
2021-07-07,arrow root carrot chicken soup,arrow root carrot chicken soup
2021-07-07,steam fish with sauc,steam fish with sauc
2021-07-07,stir fri spinach with wolfberri,stir fri spinach with wolfberri
2021-07-07,green chilli with pork,green chilli with pork
2021-07-07,carrot raddish pork rib soup,carrot raddish pork rib soup
2021-07-07,taiwan style chicken,taiwan style chicken
2021-07-07,stir fri kifney with,stir fri kifney with
2021-07-07,kale borecol,kale borecol
2021-07-07,brai pork with,brai pork with
2021-07-07,preserv veget,preserv veget
2021-07-07,carrot radish pork rib soup,carrot radish pork rib soup
2021-07-07,salt egg pork rib,salt egg pork rib
2021-07-07,stir-fri sweet pea cloud ear fungu with da bai chye,stir-fri sweet pea cloud ear fungu with da bai chye
2021-07-07,mushroom with prawn ball,mushroom with prawn ball
2021-07-07,abc chicken soup,abc chicken soup
2021-07-07,sweet & sour fish fillet,sweet & sour fish fillet
2021-07-07,stir fri kai lan with mushroom,stir fri kai lan with mushroom
2021-07-07,pandan chicken,pandan chicken
2021-07-07,abc chicken soup,abc chicken soup
2021-07-07,sweet & sour pork with,sweet & sour pork with
2021-07-07,pineappl,pineappl
2021-07-07,dri fri french bean,dri fri french bean
2021-07-07,lobster sauc brai winter noodl,lobster sauc brai winter noodl
2021-07-07,herbal bak kut teh,herbal bak kut teh
2021-07-07,ginger and spring onion,ginger and spring onion
2021-07-07,pork slice,pork slice
2021-07-07,eggplant with bean sauc,eggplant with bean sauc
2021-07-07,stir fri celeri with shrimp,stir fri celeri with shrimp
2021-07-07,herbal bak kut teh,herbal bak kut teh
2021-07-07,plum sauc chicken steak,plum sauc chicken steak
2021-07-07,cai xin fri green soy bean,cai xin fri green soy bean
2021-07-07,pork rib soup,pork rib soup
2021-07-07,rendang chicken,rendang chicken
2021-07-07,broth chine cabbag,broth chine cabbag
2021-07-07,satay tau fu,satay tau fu
2021-07-07,arrow root carrot chicken soup,arrow root carrot chicken soup
2021-07-07,brai pork and beancurd,brai pork and beancurd
2021-07-07,stir fri pakchoi with,stir fri pakchoi with
2021-07-07,garlic,garlic
2021-07-07,hoisin sauc lala,hoisin sauc lala
2021-07-07,arrow root carrot chicken soup,arrow root carrot chicken soup
2021-07-07,steam fish with sauc,steam fish with sauc
2021-07-07,stir fri spinach with wolfberri,stir fri spinach with wolfberri
2021-07-07,green chilli with pork,green chilli with pork
2021-07-07,carrot raddish pork rib soup,carrot raddish pork rib soup
2021-07-07,taiwan style chicken,taiwan style chicken
2021-07-07,stir fri kifney with,stir fri kifney with
2021-07-07,kale borecol,kale borecol
2021-07-07,brai pork with,brai pork with
2021-07-07,preserv veget,preserv veget
2021-07-07,carrot radish pork rib soup,carrot radish pork rib soup
2021-07-07,salt egg pork rib,salt egg pork rib
2021-07-07,stir-fri sweet pea cloud ear fungu with da bai chye,stir-fri sweet pea cloud ear fungu with da bai chye
2021-07-07,mushroom with prawn ball,mushroom with prawn ball
2021-07-07,abc chicken soup,abc chicken soup
2021-07-07,sweet & sour fish fillet,sweet & sour fish fillet
2021-07-07,stir fri kai lan with mushroom,stir fri kai lan with mushroom
2021-07-07,pandan chicken,pandan chicken
2021-07-07,abc chicken soup,abc chicken soup
2021-07-07,sweet & sour pork with,sweet & sour pork with
2021-07-07,pineappl,pineappl
2021-07-07,dri fri french bean,dri fri french bean
2021-07-07,lobster sauc brai winter noodl,lobster sauc brai winter noodl
2021-07-07,herbal bak kut teh,herbal bak kut teh
2021-07-07,ginger and spring onion,ginger and spring onion
2021-07-07,pork slice,pork slice
2021-07-07,eggplant with bean sauc,eggplant with bean sauc
2021-07-07,stir fri celeri with shrimp,stir fri celeri with shrimp
2021-07-07,herbal bak kut teh,herbal bak kut teh
2021-07-07,plum sauc chicken steak,plum sauc chicken steak
2021-07-07,cai xin fri green soy bean,cai xin fri green soy bean
2021-07-07,stir fri lotu root with minc meat,stir fri lotu root with minc meat
2021-07-07,wintermelon red date pork rib soup,wintermelon red date pork rib soup
2021-07-07,herbal bak kut teh,herbal bak kut teh
2021-07-07,plum sauc chicken steak,plum sauc chicken steak
2021-07-07,cai xin fri green soy bean,cai xin fri green soy bean
2021-07-07,stir fri lotu root with minc meat,stir fri lotu root with minc meat
2021-07-07,wintermelon red date pork rib soup,wintermelon red date pork rib soup
2021-07-07,chye pu radish fish,chye pu radish fish
2021-07-07,stir fri endiv with,stir fri endiv with
2021-07-07,brai peanut,brai peanut
2021-07-07,silver fish with scrambl egg,silver fish with scrambl egg
2021-07-07,wintermelon red date,wintermelon red date
2021-07-07,pork rib soup,pork rib soup
2021-07-07,hakka nan ru pork belli,hakka nan ru pork belli
2021-07-07,stir fri luo han veget,stir fri luo han veget
2021-07-07,mapo tofu,mapo tofu
2021-07-07,blackbean chicken soup,blackbean chicken soup
2021-07-07,steam fresh catch fish,steam fresh catch fish
2021-07-07,stir fri nai bai with garlic,stir fri nai bai with garlic
2021-07-07,brai beancurd with prawn,brai beancurd with prawn
2021-07-07,blackbean chicken soup,blackbean chicken soup
2021-07-07,brai duck with tender ginger,brai duck with tender ginger
2021-07-07,stir fri eggplant with corn and green chilli,stir fri eggplant with corn and green chilli
2021-07-07,steam egg with mushroom,steam egg with mushroom
2021-07-07,old cucumb pork rib soup,old cucumb pork rib soup
2021-07-07,thai style minc meat,thai style minc meat
2021-07-07,stir fri da lao po cai with,stir fri da lao po cai with
2021-07-07,ham & black fungu,ham & black fungu
2021-07-07,honey bake mid wing,honey bake mid wing
2021-07-07,old cucumb pork rib soup,old cucumb pork rib soup
2021-07-07,ginger & onion fish fillet,ginger & onion fish fillet
2021-07-07,brai hairi melon with,brai hairi melon with
2021-07-07,shred carrot & egg,shred carrot & egg
2021-07-07,yu xiang rou si,yu xiang rou si
2021-07-07,bak kut teh,bak kut teh
2021-07-07,grill bbq chicken,grill bbq chicken
2021-07-07,long bean chye pu,long bean chye pu
2021-07-07,mushroom with dri tofu,mushroom with dri tofu
2021-07-07,bak kut teh,bak kut teh
2021-07-07,brai pork slice with shiitak,brai pork slice with shiitak
2021-07-07,eggplant with bean sauc,eggplant with bean sauc
2021-07-07,stir fri celeri with shrimp,stir fri celeri with shrimp
2021-07-07,herbal bak kut teh,herbal bak kut teh
2021-07-07,plum sauc chicken steak,plum sauc chicken steak
2021-07-07,cai xin fri green soy bean,cai xin fri green soy bean
2021-07-07,stir fri lotu root with minc meat,stir fri lotu root with minc meat
2021-07-07,wintermelon red date pork rib soup,wintermelon red date pork rib soup
2021-07-07,chye pu radish fish,chye pu radish fish
2021-07-07,stir fri endiv with,stir fri endiv with
2021-07-07,brai peanut,brai peanut
2021-07-07,silver fish with scrambl egg,silver fish with scrambl egg
2021-07-07,wintermelon red date,wintermelon red date
2021-07-07,pork rib soup,pork rib soup
2021-07-07,hakka nan ru pork belli,hakka nan ru pork belli
2021-07-07,stir fri luo han veget,stir fri luo han veget
2021-07-07,mapo tofu,mapo tofu
2021-07-07,blackbean chicken soup,blackbean chicken soup
2021-07-07,steam fresh catch fish,steam fresh catch fish
2021-07-07,stir fri nai bai with garlic,stir fri nai bai with garlic
2021-07-07,brai beancurd with prawn,brai beancurd with prawn
2021-07-07,blackbean chicken soup,blackbean chicken soup
2021-07-07,brai duck with tender ginger,brai duck with tender ginger
2021-07-07,stir fri eggplant with corn and green chilli,stir fri eggplant with corn and green chilli
2021-07-07,steam egg with mushroom,steam egg with mushroom
2021-07-07,old cucumb pork rib soup,old cucumb pork rib soup
2021-07-07,thai style minc meat,thai style minc meat
2021-07-07,stir fri da lao po cai with,stir fri da lao po cai with
2021-07-07,ham & black fungu,ham & black fungu
2021-07-07,honey bake mid wing,honey bake mid wing
2021-07-07,old cucumb pork rib soup,old cucumb pork rib soup
2021-07-07,ginger & onion fish fillet,ginger & onion fish fillet
2021-07-07,brai hairi melon with,brai hairi melon with
2021-07-07,shred carrot & egg,shred carrot & egg
2021-07-07,yu xiang rou si,yu xiang rou si
2021-07-07,bak kut teh,bak kut teh
2021-07-07,grill bbq chicken,grill bbq chicken
2021-07-07,long bean chye pu,long bean chye pu
2021-07-07,mushroom with dri tofu,mushroom with dri tofu
2021-07-07,bak kut teh,bak kut teh
2021-07-07,brai pork slice with shiitak,brai pork slice with shiitak
2021-07-07,mushroom,mushroom
2021-07-07,onion sambal egg,onion sambal egg
2021-07-07,liuwei chicken soup,liuwei chicken soup
2021-07-07,onion sambal egg,onion sambal egg
2021-07-07,liuwei chicken soup,liuwei chicken soup
2021-07-07,liuwei chicken soup,liuwei chicken soup
2021-07-07,sesam oil chicken mid wing,sesam oil chicken mid wing
2021-07-07,stir fri chine cabbag,stir fri chine cabbag
2021-07-07,with shred pork,with shred pork
2021-07-07,onion sambal egg,onion sambal egg
2021-07-07,liuwei chicken soup,liuwei chicken soup
2021-07-07,stir fri lotu root with minc meat,stir fri lotu root with minc meat
2021-07-07,wintermelon red date pork rib soup,wintermelon red date pork rib soup
2021-07-07,chye pu radish fish,chye pu radish fish
2021-07-07,stir fri endiv with,stir fri endiv with
2021-07-07,brai peanut,brai peanut
2021-07-07,silver fish with scrambl egg,silver fish with scrambl egg
2021-07-07,wintermelon red date,wintermelon red date
2021-07-07,pork rib soup,pork rib soup
2021-07-07,hakka nan ru pork belli,hakka nan ru pork belli
2021-07-07,stir fri luo han veget,stir fri luo han veget
2021-07-07,mapo tofu,mapo tofu
2021-07-07,blackbean chicken soup,blackbean chicken soup
2021-07-07,steam fresh catch fish,steam fresh catch fish
2021-07-07,stir fri nai bai with garlic,stir fri nai bai with garlic
2021-07-07,brai beancurd with prawn,brai beancurd with prawn
2021-07-07,blackbean chicken soup,blackbean chicken soup
2021-07-07,brai duck with tender ginger,brai duck with tender ginger
2021-07-07,stir fri eggplant with corn and green chilli,stir fri eggplant with corn and green chilli
2021-07-07,steam egg with mushroom,steam egg with mushroom
2021-07-07,old cucumb pork rib soup,old cucumb pork rib soup
2021-07-07,thai style minc meat,thai style minc meat
2021-07-07,stir fri da lao po cai with,stir fri da lao po cai with
2021-07-07,ham & black fungu,ham & black fungu
2021-07-07,honey bake mid wing,honey bake mid wing
2021-07-07,old cucumb pork rib soup,old cucumb pork rib soup
2021-07-07,ginger & onion fish fillet,ginger & onion fish fillet
2021-07-07,brai hairi melon with,brai hairi melon with
2021-07-07,shred carrot & egg,shred carrot & egg
2021-07-07,yu xiang rou si,yu xiang rou si
2021-07-07,bak kut teh,bak kut teh
2021-07-07,grill bbq chicken,grill bbq chicken
2021-07-07,long bean chye pu,long bean chye pu
2021-07-07,mushroom with dri tofu,mushroom with dri tofu
2021-07-07,bak kut teh,bak kut teh
2021-07-07,brai pork slice with shiitak,brai pork slice with shiitak
2021-07-07,mushroom,mushroom
2021-07-07,white cauliflow with carrot,white cauliflow with carrot
2021-07-07,thai style pandan chicken,thai style pandan chicken
2021-07-07,corn and raddish pork rib soup,corn and raddish pork rib soup
2021-07-07,chye pu radish fish,chye pu radish fish
2021-07-07,stir fri endiv with,stir fri endiv with
2021-07-07,brai peanut,brai peanut
2021-07-07,silver fish with scrambl egg,silver fish with scrambl egg
2021-07-07,wintermelon red date,wintermelon red date
2021-07-07,pork rib soup,pork rib soup
2021-07-07,hakka nan ru pork belli,hakka nan ru pork belli
2021-07-07,stir fri luo han veget,stir fri luo han veget
2021-07-07,mapo tofu,mapo tofu
2021-07-07,blackbean chicken soup,blackbean chicken soup
2021-07-07,steam fresh catch fish,steam fresh catch fish
2021-07-07,stir fri nai bai with garlic,stir fri nai bai with garlic
2021-07-07,brai beancurd with prawn,brai beancurd with prawn
2021-07-07,blackbean chicken soup,blackbean chicken soup
2021-07-07,brai duck with tender ginger,brai duck with tender ginger
2021-07-07,stir fri eggplant with corn and green chilli,stir fri eggplant with corn and green chilli
2021-07-07,steam egg with mushroom,steam egg with mushroom
2021-07-07,old cucumb pork rib soup,old cucumb pork rib soup
2021-07-07,thai style minc meat,thai style minc meat
2021-07-07,stir fri da lao po cai with,stir fri da lao po cai with
2021-07-07,ham & black fungu,ham & black fungu
2021-07-07,honey bake mid wing,honey bake mid wing
2021-07-07,old cucumb pork rib soup,old cucumb pork rib soup
2021-07-07,ginger & onion fish fillet,ginger & onion fish fillet
2021-07-07,brai hairi melon with,brai hairi melon with
2021-07-07,shred carrot & egg,shred carrot & egg
2021-07-07,yu xiang rou si,yu xiang rou si
2021-07-07,bak kut teh,bak kut teh
2021-07-07,grill bbq chicken,grill bbq chicken
2021-07-07,long bean chye pu,long bean chye pu
2021-07-07,mushroom with dri tofu,mushroom with dri tofu
2021-07-07,bak kut teh,bak kut teh
2021-07-07,brai pork slice with shiitak,brai pork slice with shiitak
2021-07-07,mushroom,mushroom
2021-07-07,white cauliflow with carrot,white cauliflow with carrot
2021-07-07,thai style pandan chicken,thai style pandan chicken
2021-07-07,corn and raddish pork rib soup,corn and raddish pork rib soup
2021-07-07,wax gourd fri pork,wax gourd fri pork
2021-07-07,stir fri xiao bai chye,stir fri xiao bai chye
2021-07-07,with minc pork,with minc pork
2021-07-07,cereal oat shrimp,cereal oat shrimp
2021-07-07,corn and raddish pork rib soup,corn and raddish pork rib soup
2021-07-07,steam chicken with black bean sauc & wolfberri,steam chicken with black bean sauc & wolfberri
2021-07-07,stir fri da bai chye,stir fri da bai chye
